ddc,keyword,iri,term_type
https://id.oclc.org/worldcat/ddc/E3DMQmGJH9Mrgmxd9DXhBm7RPf,005.8,IT security,alt
https://id.oclc.org/worldcat/ddc/E3bhgdQVHCHcvytkYTgqrWyjjt,005.82,DRM,alt
https://id.oclc.org/worldcat/ddc/E3bhgdQVHCHcvytkYTgqrWyjjt,005.82,Digital signatures,alt
https://id.oclc.org/worldcat/ddc/E44MJvVDFxwrTxhjHgbf44cptF,005.824,Cryptography,alt
https://id.oclc.org/worldcat/ddc/E44MJvVDFxwrTxhjHgbf44cptF,005.824,PKI,alt
https://id.oclc.org/worldcat/ddc/E44MJvVDFxwrTxhjHgbf44cptF,005.824,Public key infrastructure,alt
https://id.oclc.org/worldcat/ddc/E44MJvVDFxwrTxhjHgbf44cptF,005.824,Encryption algorithms,alt
https://id.oclc.org/worldcat/ddc/E46bVFrCHjVGWq6p9QpDcWx6Pr,005.86,Backup and restore,alt
https://id.oclc.org/worldcat/ddc/E46bVFrCHjVGWq6p9QpDcWx6Pr,005.86,Disaster recovery,alt
https://id.oclc.org/worldcat/ddc/E3xWVW4fVVGxMYphMTfVckvxBD,005.88,Malicious software,alt
https://id.oclc.org/worldcat/ddc/E3xWVW4fVVGxMYphMTfVckvxBD,005.88,Ransomware,alt
https://id.oclc.org/worldcat/ddc/E3xWVW4fVVGxMYphMTfVckvxBD,005.88,Adware,alt
https://id.oclc.org/worldcat/ddc/E3xWVW4fVVGxMYphMTfVckvxBD,005.88,Scareware,alt
https://id.oclc.org/worldcat/ddc/E3Cm7B6V7mFtyHdpG7TcHBpWBF,006.22,Firmware,alt
https://id.oclc.org/worldcat/ddc/E3Cm7B6V7mFtyHdpG7TcHBpWBF,006.22,System on a chip,alt
https://id.oclc.org/worldcat/ddc/E3Cm7B6V7mFtyHdpG7TcHBpWBF,006.22,SoC,alt
https://id.oclc.org/worldcat/ddc/E3gjK37qKPgRW43Jcw4Jdm4hmR,006.245,RFID,alt
https://id.oclc.org/worldcat/ddc/E37kXPGHmfPMDqp3H7wHm9DW6j,006.248,Biometrics,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,AI,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,Machine intelligence,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,Cognitive computing,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,ML,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Predictive analytics,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Deep learning,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Supervised learning,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Unsupervised learning,alt
https://id.oclc.org/worldcat/ddc/E3M9RmdHGhHCMQWMwy8WHPvv9H,006.312,Knowledge discovery,alt
https://id.oclc.org/worldcat/ddc/E3M9RmdHGhHCMQWMwy8WHPvv9H,006.312,KDD,alt
https://id.oclc.org/worldcat/ddc/E3M9RmdHGhHCMQWMwy8WHPvv9H,006.312,Pattern discovery,alt
https://id.oclc.org/worldcat/ddc/E3M9RmdHGhHCMQWMwy8WHPvv9H,006.312,Big data analytics,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,Artificial neural networks,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,ANNs,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,Deep learning networks,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,CNNs,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,RNNs,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,NLP,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,Text analytics,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,Natural language understanding,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,NLU,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,Sentiment analysis,alt
https://id.oclc.org/worldcat/ddc/E3gG6pTKRXhfYkpV6CXrjFbFGc,006.42,Image processing,alt
https://id.oclc.org/worldcat/ddc/E4cHBqgxHpt8dgrgfpGQy4w4Pf,006.424,OCR,alt
https://id.oclc.org/worldcat/ddc/E3JGJW3dP9HXFTMW34TKgv4cT8,006.454,ASR,alt
https://id.oclc.org/worldcat/ddc/E3JGJW3dP9HXFTMW34TKgv4cT8,006.454,Voice recognition,alt
https://id.oclc.org/worldcat/ddc/E3yvYpRcq3V7fkVxFpWjRgp6Fg,006.54,Text-to-speech,alt
https://id.oclc.org/worldcat/ddc/E3yvYpRcq3V7fkVxFpWjRgp6Fg,006.54,TTS,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,3D modeling,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,3D rendering,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,CGI,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,Computer-generated imagery,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,3D animation,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Interactive media,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Rich media,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Digital media,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,New media,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,HTML,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,XML,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,CSS,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,SGML,alt
https://id.oclc.org/worldcat/ddc/E46QWJ3B8DxM9DBYRPWxK6wVjK,006.752,Weblogs,alt
https://id.oclc.org/worldcat/ddc/E46QWJ3B8DxM9DBYRPWxK6wVjK,006.752,Microblogging,alt
https://id.oclc.org/worldcat/ddc/E3JjjWcrWCBtqKCmkc3CKpkVfh,006.754,Social media,alt
https://id.oclc.org/worldcat/ddc/E3JjjWcrWCBtqKCmkc3CKpkVfh,006.754,Social networking sites,alt
https://id.oclc.org/worldcat/ddc/E3JjjWcrWCBtqKCmkc3CKpkVfh,006.754,SNS,alt
https://id.oclc.org/worldcat/ddc/E3JjjWcrWCBtqKCmkc3CKpkVfh,006.754,Digital communities,alt
https://id.oclc.org/worldcat/ddc/E3fRjcVMD9B9HkrdHqfpCWghjm,006.76,Web development,alt
https://id.oclc.org/worldcat/ddc/E3fRjcVMD9B9HkrdHqfpCWghjm,006.76,Front-end development,alt
https://id.oclc.org/worldcat/ddc/E3fRjcVMD9B9HkrdHqfpCWghjm,006.76,Back-end development,alt
https://id.oclc.org/worldcat/ddc/E48kG8jkmyRgXYWRKQVTJg7kdB,006.78,Web applications,alt
https://id.oclc.org/worldcat/ddc/E48kG8jkmyRgXYWRKQVTJg7kdB,006.78,RIA,alt
https://id.oclc.org/worldcat/ddc/E48kG8jkmyRgXYWRKQVTJg7kdB,006.78,CMS,alt
https://id.oclc.org/worldcat/ddc/E383mftcwFxRKKJyQpffr6YT9f,006.786,Video editing software,alt
https://id.oclc.org/worldcat/ddc/E383mftcwFxRKKJyQpffr6YT9f,006.786,Photo editing software,alt
https://id.oclc.org/worldcat/ddc/E383mftcwFxRKKJyQpffr6YT9f,006.786,Music production software,alt
https://id.oclc.org/worldcat/ddc/E383mftcwFxRKKJyQpffr6YT9f,006.786,Media players,alt
https://id.oclc.org/worldcat/ddc/E3fKwTrDBGMwrbhj84tBcCDK8F,006.7876,Live streaming,alt
https://id.oclc.org/worldcat/ddc/E3fKwTrDBGMwrbhj84tBcCDK8F,006.7876,Video on demand,alt
https://id.oclc.org/worldcat/ddc/E3fKwTrDBGMwrbhj84tBcCDK8F,006.7876,VOD,alt
https://id.oclc.org/worldcat/ddc/E3fKwTrDBGMwrbhj84tBcCDK8F,006.7876,Content delivery network,alt
https://id.oclc.org/worldcat/ddc/E3fKwTrDBGMwrbhj84tBcCDK8F,006.7876,CDN,alt
https://id.oclc.org/worldcat/ddc/E3Wk74fcKRcjg33BQJmvMtjMCY,006.8,AR,alt
https://id.oclc.org/worldcat/ddc/E3Wk74fcKRcjg33BQJmvMtjMCY,006.8,VR,alt
https://id.oclc.org/worldcat/ddc/E3Wk74fcKRcjg33BQJmvMtjMCY,006.8,XR,alt
https://id.oclc.org/worldcat/ddc/E3Wk74fcKRcjg33BQJmvMtjMCY,006.8,Extended reality,alt
https://id.oclc.org/worldcat/ddc/E3Wk74fcKRcjg33BQJmvMtjMCY,006.8,Metaverse,alt
https://id.oclc.org/worldcat/ddc/E3vXFTBRDKQjJqwJtjkqH86BR3,010,List of works,alt
https://id.oclc.org/worldcat/ddc/E3vXFTBRDKQjJqwJtjkqH86BR3,010,References,alt
https://id.oclc.org/worldcat/ddc/E3vXFTBRDKQjJqwJtjkqH86BR3,010,Works cited,alt
https://id.oclc.org/worldcat/ddc/E3vXFTBRDKQjJqwJtjkqH86BR3,010,Citations,alt
https://id.oclc.org/worldcat/ddc/E3vXFTBRDKQjJqwJtjkqH86BR3,010,Literature list,alt
https://id.oclc.org/worldcat/ddc/E3GWQH448gfMw3HcrQrvCwTfhX,011,Library catalogs,alt
https://id.oclc.org/worldcat/ddc/E3GWQH448gfMw3HcrQrvCwTfhX,011,Book lists,alt
https://id.oclc.org/worldcat/ddc/E3GWQH448gfMw3HcrQrvCwTfhX,011,Reading lists,alt
https://id.oclc.org/worldcat/ddc/E3GWQH448gfMw3HcrQrvCwTfhX,011,Union catalogs,alt
https://id.oclc.org/worldcat/ddc/E36BjxGpGvrvWbkyyCPdrgYjfT,011.31,Handwritten documents,alt
https://id.oclc.org/worldcat/ddc/E36BjxGpGvrvWbkyyCPdrgYjfT,011.31,Codicology,alt
https://id.oclc.org/worldcat/ddc/E36BjxGpGvrvWbkyyCPdrgYjfT,011.31,Scrolls,alt
https://id.oclc.org/worldcat/ddc/E3dgChByC7Wtrg6bK3phhB9mcH,011.34,Periodicals,alt
https://id.oclc.org/worldcat/ddc/E3dgChByC7Wtrg6bK3phhB9mcH,011.34,Journals,alt
https://id.oclc.org/worldcat/ddc/E3dgChByC7Wtrg6bK3phhB9mcH,011.34,Magazines,alt
https://id.oclc.org/worldcat/ddc/E3dgChByC7Wtrg6bK3phhB9mcH,011.34,Newspapers,alt
https://id.oclc.org/worldcat/ddc/E3h74Y87yHXrmHRPwqhrghtKvH,011.39,E-books,alt
https://id.oclc.org/worldcat/ddc/E3h74Y87yHXrmHRPwqhrghtKvH,011.39,Digital libraries,alt
https://id.oclc.org/worldcat/ddc/E3h74Y87yHXrmHRPwqhrghtKvH,011.39,Online databases,alt
https://id.oclc.org/worldcat/ddc/E3h74Y87yHXrmHRPwqhrghtKvH,011.39,E-journals,alt
https://id.oclc.org/worldcat/ddc/E3h74Y87yHXrmHRPwqhrghtKvH,011.39,Digital archives,alt
https://id.oclc.org/worldcat/ddc/E3DPq937mWkwChQhDPQXTCGC38,011.42,Early printed books,alt
https://id.oclc.org/worldcat/ddc/E3DPq937mWkwChQhDPQXTCGC38,011.42,Fifteenth-century printing,alt
https://id.oclc.org/worldcat/ddc/E3DPq937mWkwChQhDPQXTCGC38,011.42,Cradle books,alt
https://id.oclc.org/worldcat/ddc/E37RHGcdqTqjdd76yCdDkqTrFY,016,Thematic bibliographies,alt
https://id.oclc.org/worldcat/ddc/E37RHGcdqTqjdd76yCdDkqTrFY,016,Topical bibliographies,alt
https://id.oclc.org/worldcat/ddc/E37RHGcdqTqjdd76yCdDkqTrFY,016,Research guides,alt
https://id.oclc.org/worldcat/ddc/E3MPJHMcWXbqy9TCP93pH97XdC,016.7914375,Filmographies,alt
https://id.oclc.org/worldcat/ddc/E3MPJHMcWXbqy9TCP93pH97XdC,016.7914375,Movie lists,alt
https://id.oclc.org/worldcat/ddc/E3MPJHMcWXbqy9TCP93pH97XdC,016.7914375,Film catalogs,alt
https://id.oclc.org/worldcat/ddc/E3mhvmtHyw6TFHFBYMvmMbqkRw,016.796346,Ping-Pong--bibliographies,alt
https://id.oclc.org/worldcat/ddc/E36hP9Xt7rmPcR3Y3VkwXm8qYR,016.808899282,Kids' books bibliographies,alt
https://id.oclc.org/worldcat/ddc/E36hP9Xt7rmPcR3Y3VkwXm8qYR,016.808899282,Juvenile literature bibliographies,alt
https://id.oclc.org/worldcat/ddc/E3q8cwt8C7GHBMVGpdjctgKfqq,016.82233,Shakespearean bibliography,alt
https://id.oclc.org/worldcat/ddc/E3q8cwt8C7GHBMVGpdjctgKfqq,016.82233,The Bard--bibliography,alt
https://id.oclc.org/worldcat/ddc/E3wjpKCVCpm8RGbDpBdy48hVbT,016.9405318,Shoah--bibliography,alt
https://id.oclc.org/worldcat/ddc/E3TqFk8KhxVpQwp4PrwmGrycHK,016.97000497,Native American--bibliographies,alt
https://id.oclc.org/worldcat/ddc/E3TqFk8KhxVpQwp4PrwmGrycHK,016.97000497,First Nations--bibliographies,alt
https://id.oclc.org/worldcat/ddc/E3TqFk8KhxVpQwp4PrwmGrycHK,016.97000497,Indigenous peoples of America--bibliographies,alt
https://id.oclc.org/worldcat/ddc/E3TqFk8KhxVpQwp4PrwmGrycHK,016.97000497,American Indian--bibliographies,alt
https://id.oclc.org/worldcat/ddc/E3g6g9cBvjdKCRfrGWw6jtDrh7,017,Holdings lists,alt
https://id.oclc.org/worldcat/ddc/E3PFMMTv4HHQ7tFP9JyfymTvxh,020,LIS,alt
https://id.oclc.org/worldcat/ddc/E3PFMMTv4HHQ7tFP9JyfymTvxh,020,Librarianship,alt
https://id.oclc.org/worldcat/ddc/E3PFMMTv4HHQ7tFP9JyfymTvxh,020,Information studies,alt
https://id.oclc.org/worldcat/ddc/E3GMKJHpPK4QVbBpvbvDrcVqPQ,021.83,Library funding,alt
https://id.oclc.org/worldcat/ddc/E3GMKJHpPK4QVbBpvbvDrcVqPQ,021.83,Library grants,alt
https://id.oclc.org/worldcat/ddc/E3GMKJHpPK4QVbBpvbvDrcVqPQ,021.83,Fundraising for libraries,alt
https://id.oclc.org/worldcat/ddc/E47pv3T8F4Mh9QFBgVKMxDPR6g,022.3,Library architecture,alt
https://id.oclc.org/worldcat/ddc/E47pv3T8F4Mh9QFBgVKMxDPR6g,022.3,Library design,alt
https://id.oclc.org/worldcat/ddc/E3kcmJbjyWTxPMG7Ybyj39fyR8,022.8,HVAC for libraries,alt
https://id.oclc.org/worldcat/ddc/E4cdgCvV486xHmDmXckkMdttvb,023,Library staff management,alt
https://id.oclc.org/worldcat/ddc/E4cdgCvV486xHmDmXckkMdttvb,023,Human resources in libraries,alt
https://id.oclc.org/worldcat/ddc/E4cdgCvV486xHmDmXckkMdttvb,023,Library HR,alt
https://id.oclc.org/worldcat/ddc/E3wfcpp3Dm6wWHKJrbfWBCrkJy,025,Library administration,alt
https://id.oclc.org/worldcat/ddc/E3wfcpp3Dm6wWHKJrbfWBCrkJy,025,Archive management,alt
https://id.oclc.org/worldcat/ddc/E467mXMmBfT4CrHbcXm9VQrKjr,025.00285,Integrated Library System,alt
https://id.oclc.org/worldcat/ddc/E467mXMmBfT4CrHbcXm9VQrKjr,025.00285,ILS,alt
https://id.oclc.org/worldcat/ddc/E467mXMmBfT4CrHbcXm9VQrKjr,025.00285,Library software,alt
https://id.oclc.org/worldcat/ddc/E3wWm87xXmFYqPRhxmfCKGVmpt,025.04,Information retrieval,alt
https://id.oclc.org/worldcat/ddc/E3wWm87xXmFYqPRhxmfCKGVmpt,025.04,IR,alt
https://id.oclc.org/worldcat/ddc/E3wWm87xXmFYqPRhxmfCKGVmpt,025.04,Search systems,alt
https://id.oclc.org/worldcat/ddc/E3wWm87xXmFYqPRhxmfCKGVmpt,025.04,Knowledge management systems,alt
https://id.oclc.org/worldcat/ddc/E3BfQcQb8xjtVxb8Br6p8xyRPP,025.042,The Web,alt
https://id.oclc.org/worldcat/ddc/E3BfQcQb8xjtVxb8Br6p8xyRPP,025.042,WWW,alt
https://id.oclc.org/worldcat/ddc/E3BfQcQb8xjtVxb8Br6p8xyRPP,025.042,W3,alt
https://id.oclc.org/worldcat/ddc/E3BfQcQb8xjtVxb8Br6p8xyRPP,025.042,Web,alt
https://id.oclc.org/worldcat/ddc/E37yQ6jKcj8VqkypgYVCyj3b63,025.0422,Websites,alt
https://id.oclc.org/worldcat/ddc/E37yQ6jKcj8VqkypgYVCyj3b63,025.0422,Web pages,alt
https://id.oclc.org/worldcat/ddc/E3tjVtHYVhvcyhBy679GCDwbwP,025.0425,Web searching,alt
https://id.oclc.org/worldcat/ddc/E3tjVtHYVhvcyhBy679GCDwbwP,025.0425,Online search,alt
https://id.oclc.org/worldcat/ddc/E3368TW6FBhtJbJHpcjvp8td9m,025.0427,RDF,alt
https://id.oclc.org/worldcat/ddc/E3368TW6FBhtJbJHpcjvp8td9m,025.0427,LOD,alt
https://id.oclc.org/worldcat/ddc/E3cWyBm7fgDy8M8G97b76xx4PB,025.1,Library management,alt
https://id.oclc.org/worldcat/ddc/E3cWyBm7fgDy8M8G97b76xx4PB,025.1,Library leadership,alt
https://id.oclc.org/worldcat/ddc/E33yvYh8RVyxy4pFxb6VTD6F69,025.2,Collection management,alt
https://id.oclc.org/worldcat/ddc/E33yvYh8RVyxy4pFxb6VTD6F69,025.2,Book selection,alt
https://id.oclc.org/worldcat/ddc/E33yvYh8RVyxy4pFxb6VTD6F69,025.2,Materials selection,alt
https://id.oclc.org/worldcat/ddc/E46DKrQbCVXwp4W6DkVFgCyTqr,025.3,Cataloging,alt
https://id.oclc.org/worldcat/ddc/E46DKrQbCVXwp4W6DkVFgCyTqr,025.3,Metadata,alt
https://id.oclc.org/worldcat/ddc/E46DKrQbCVXwp4W6DkVFgCyTqr,025.3,FRBR,alt
https://id.oclc.org/worldcat/ddc/E46DKrQbCVXwp4W6DkVFgCyTqr,025.3,ISBN,alt
https://id.oclc.org/worldcat/ddc/E3wrmV4pqJk9F7WyBtGCjc6gPV,025.3132,OPAC,alt
https://id.oclc.org/worldcat/ddc/E3wrmV4pqJk9F7WyBtGCjc6gPV,025.3132,Online Public Access Catalog,alt
https://id.oclc.org/worldcat/ddc/E3wrmV4pqJk9F7WyBtGCjc6gPV,025.3132,WebPAC,alt
https://id.oclc.org/worldcat/ddc/E3wrmV4pqJk9F7WyBtGCjc6gPV,025.3132,Discovery layer,alt
https://id.oclc.org/worldcat/ddc/E3PRvcKgGchft6DvhYfjPKx7w9,025.316,MARC,alt
https://id.oclc.org/worldcat/ddc/E3PRvcKgGchft6DvhYfjPKx7w9,025.316,BIBFRAME,alt
https://id.oclc.org/worldcat/ddc/E3rX4GtTqD999jmG4KqChwQg3b,025.32,RDA,alt
https://id.oclc.org/worldcat/ddc/E3rX4GtTqD999jmG4KqChwQg3b,025.32,AACR2,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Python,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Java,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,JavaScript,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,C++,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,C#,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,C,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,PHP,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Ruby,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Swift,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Kotlin,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Go,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Rust,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,TypeScript,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,SQL,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,R,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Perl,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Scala,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Haskell,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Lisp,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,MATLAB,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Fortran,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,COBOL,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Pascal,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Objective-C,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Lua,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Dart,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,Assembly language,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,HTML,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,CSS,alt
https://id.oclc.org/worldcat/ddc/E3mTC4qqt3fTwTdq6YvgwDJHVK,005.133,PowerShell,alt
https://id.oclc.org/worldcat/ddc/E3p9jTDkwhRvD3X84rBxkH8WGy,006.25,Internet of Things,alt
https://id.oclc.org/worldcat/ddc/E3p9jTDkwhRvD3X84rBxkH8WGy,006.25,IoT,alt
https://id.oclc.org/worldcat/ddc/E3p9jTDkwhRvD3X84rBxkH8WGy,006.25,Edge computing,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,AI Agent,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,Generative AI,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,Large Language Model,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,LLM,alt
https://id.oclc.org/worldcat/ddc/E3dqg9fJWMHBbdDv8FDmDb7k7p,006.3,Prompt Engineering,alt
https://id.oclc.org/worldcat/ddc/E3wtxYyXVjvRjQ9V7K4xJPXxky,006.30285436,Intelligent agents,alt
https://id.oclc.org/worldcat/ddc/E3wtxYyXVjvRjQ9V7K4xJPXxky,006.30285436,Multi-agent systems,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Reinforcement Learning,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,MLOps,alt
https://id.oclc.org/worldcat/ddc/E44XrjQ697wjjXyvKQFWbgh9gD,006.31,Foundation Models,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,Transformers,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,Generative Pre-trained Transformer,alt
https://id.oclc.org/worldcat/ddc/E3wbkcdGtvV73WRvMcCGTmXttR,006.32,GPT,alt
https://id.oclc.org/worldcat/ddc/E3ckvtF6mkdRP4R8TffxkwDjh6,006.332,Ontology,alt
https://id.oclc.org/worldcat/ddc/E3ckvtF6mkdRP4R8TffxkwDjh6,006.332,Knowledge graph,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,Chatbots,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,Retrieval-Augmented Generation,alt
https://id.oclc.org/worldcat/ddc/E49gC4CchdgPKmmFw3hwmFJ4Vf,006.35,RAG,alt
https://id.oclc.org/worldcat/ddc/E3tKBPJrPpgBtkCt3C7MRWVMmB,006.3843,Quantum machine learning,alt
https://id.oclc.org/worldcat/ddc/E3xBFWCdW4mQpMcQWvrjmCjR9h,006.6,Digital art,alt
https://id.oclc.org/worldcat/ddc/E3xBFWCdW4mQpMcQWvrjmCjR9h,006.6,Visualization,alt
https://id.oclc.org/worldcat/ddc/E3pxMh7MKM9Jhxh79tTyxFfyvp,006.693,Blender,alt
https://id.oclc.org/worldcat/ddc/E3XRdQDK6K3qvv8fccytdVXJCP,006.696,Video codecs,alt
https://id.oclc.org/worldcat/ddc/E3XRdQDK6K3qvv8fccytdVXJCP,006.696,Streaming video,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Web development,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Microservices,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Serverless architecture,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,API,alt
https://id.oclc.org/worldcat/ddc/E3g74xHrKHm3MMqtgffVBGGqxD,006.7,Web3,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,YAML,alt
https://id.oclc.org/worldcat/ddc/E3KP9vfKXHTmQMr3Bbyhb8Rmmm,006.74,JSON,alt
https://id.oclc.org/worldcat/ddc/E3JjjWcrWCBtqKCmkc3CKpkVfh,006.754,Social networking,alt
https://id.oclc.org/worldcat/ddc/E3fRjcVMD9B9HkrdHqfpCWghjm,006.76,DevOps,alt
https://id.oclc.org/worldcat/ddc/E3fRjcVMD9B9HkrdHqfpCWghjm,006.76,Agile development,alt
